Trig Name,STATION NAME,New Name,EASTING,NORTHING,HEIGHT,ORDER,TYPE OF MARK,SECONDARY COMPUTING BLOCK,Computing Date,Maintained,CLASS OF LEVELLING,Date of Levelling,LEVELLING DATUM,DESTROYED MARK INDICATOR,COMMENTS
Clitheroe Castle,SD74/T16,SD74T016,374244.03,441697.92,0,3,BOLT,SD74,01/06/1949,01/05/1976,0,,,0,
Clitheroe Castle,SD74/T16,SD74T016,374244.79,441697.9,0,3,FLAGSTAFF,SD74,01/06/1976,,0,,,0,
Clitheroe Castle,SD74/T16,SD74T016,374244.82,441697.96,0,3,FLAGSTAFF,SD74,01/06/1958,,0,,,1,Dest 05/76
Clitheroe St Marys Ch Sp,SD74/INT20,SD74I020,374413.98,442073.57,0,4,SPIRE,SD74,01/06/1951,,0,,,0,
Clive Ch Sp,SJ44/INT12,SJ44I012,351467.02,324027.9,0,4,SPIRE,SJ44,01/06/1951,01/11/1961,0,,,0,
Clive Vale Ch Sp,TQ53/INT24,TQ53I024,583382.96,110589.69,0,4,SPIRE,TQ53,01/06/1951,,0,,,1,Dest 11/72
Cliveden Estate Wtr Twr,TQ08/T130,TQ08T130,491393.08,184584.49,0,4,BOLT,TQ08,01/06/1952,,0,,,0,
Clocaenog,SH95/4,SH95S004,306502.599,355159.697,413.308,2,PILLAR,SH95,01/06/1958,01/07/1980,2,01/06/1958,N,0,
Clochandighter,NO89/10,NO89S010,389432.504,798323.104,166.061,2,PILLAR,NO89,01/06/1950,01/09/1973,1,01/10/1952,N,0,
Clochtow Chy,NK03/INT19,NK03I019,405082.94,830902.23,0,3,CHIMNEY,NK03,01/06/1953,01/08/1981,0,,,0,
Clock Barn,SU77/T266,SU77T266,497610.46,141369.84,0,4,BLOCK,SU77,01/06/1961,01/04/1978,0,,,0,
Clock Dome Plymouth,SX76/INT30,SX76I030,245832.84,54938.25,0,3,DOME,SX76,01/06/1946,01/05/1974,0,,,0,
Clock House Farm,SD74/T111,SD74T111,356288.65,433328.54,0,4,BURIED BLK,SD74,01/06/1955,,0,,,1,Dest 11/84
Clock Twr,TQ87/T248,TQ87T248,578054.04,166838.99,0,3,BOLT,TQ87,01/06/1984,01/06/1984,0,,,0,
Clock Twr Ascot Racecourse,TQ08/13,TQ08S013,492011.205,168903.66,0,2,BOLT,TQ08,01/06/1948,,0,,,1,Dest 05/61
Clock Twr Ascot Racecourse,TQ08/13,TQ08S013,492012.59,168902.46,0,3,VANE,TQ08,01/06/1948,,0,,,1,Dest 05/61
Clock Twr Cliveden,TQ08/T61,TQ08T061,490993.11,185258.15,0,3,BOLT,TQ08,01/06/1948,01/04/1970,0,,,0,
Clock Twr Cliveden,TQ08/T61,TQ08T061,490993.32,185259.83,0,3,CENTRE,TQ08,01/06/1948,01/04/1970,0,,,0,
Clock Twr Pinner Hill Golf Club,TQ08/T14,TQ08T014,510956.52,191582.16,0,3,BOLT,TQ08,01/06/1948,,0,,,1,Dest 02/70
Clock Twr Pinner Hill Golf Club,TQ08/T14,TQ08T014,510957.17,191582.28,0,3,CENTRE,TQ08,01/06/1948,,0,,,1,Dest 02/70
Clock Twr Vane,ST07/INT12,ST07I012,319275.55,174466.75,0,4,VANE,ST07,01/06/1949,01/11/1960,0,,,0,
Clockface Colly Baths Twr,SD30/T52,SD30T052,353480.74,391608.62,0,3,BOLT,SD30,01/06/1974,,0,,,1,Refixed 1987
Clockface Colly Baths Twr,SD30/T52,SD30T052,353480.79,391608.32,0,3,BOLT,SD30,01/06/1946,,0,,,1,Refixed 1974
Clockface Colly Baths Twr,SD30/T52,SD30T052,353480.63,391608.7,0,3,BOLT,A003,01/02/1987,01/08/1980,0,,,0,Warrington Trig Refix
Cloiche Bioraiche,NG80/DM/T17,NG80T017,172205.24,803610.78,249.936,3,BOLT,NG80,01/06/1959,01/07/1978,2,01/06/1959,N,0,HT TO BOLT IN ROCK
Clophill Ch Twr,TL05/T7,TL05T007,509180.88,238852.71,0,3,BOLT,TL05,01/06/1955,,0,,,1,Dest 08/65
Clophill Ch Twr,TL05/T7,TL05T007,509180.93,238852.64,0,3,CENTRE,TL05,01/06/1955,,0,,,1,Dest 08/65
Close Head Lane,SE22/T79,SE22T079,407827.63,432807.16,320.317,4,PILLAR,SE22,01/06/1949,,1,01/02/1962,N,1,Dest 11/80
Close Ny Chollagh Point Blockhouse,SC38/T12,SC38T012,224958.94,466809.9,21.6,3,RIVET,SC38,01/06/1967,01/09/1982,2,01/06/1967,D,0,Ht to rivet
Closewood,SU31/T279,SU31T279,466326.66,110340.83,0,4,BLOCK,SU31,01/06/1949,,0,,,1,Dest 11/70
Closworth Ch Twr,ST53/T102,ST53T102,356374.93,110056.17,0,3,DISC,ST53,01/06/1987,01/02/1987,0,,,0,Mark is hole in disc
Closworth Ch Twr,ST53/T102,ST53T102,356376.42,110059.25,0,3,VANE,ST53,01/06/1987,01/02/1987,0,,,0,
Closworth Ch Twr Fs,ST53/INT28,ST53I028,356372.22,110058.73,0,3,FLAGSTAFF,ST53,01/06/1952,,0,,,1,Dest 07/62
Clothall,TL05/T53,TL05T053,526220.18,234037.07,0,4,BURIED BLK,TL05,01/06/1958,,0,,,0,
Cloudesley Bush,SP38/15,SP38S015,446535.89,286868.83,140.97,3,PILLAR,SP38,01/06/1943,01/07/1978,1,01/05/1964,N,0,
Clough Field,SD30/T123,SD30T123,341393.73,382508.95,0,4,BOLT,SD30,01/06/1949,01/09/1960,0,,,0,
Clough Head,NY11/5,NY11S005,333391.795,522540.176,726.338,2,PILLAR,NY11,01/06/1952,01/09/1984,2,01/06/1952,N,0,
Clough Lane,SJ95/T104,SJ95T104,393316.68,346697.69,0,4,BLOCK,SJ95,01/06/1954,01/12/1959,0,,,0,
Clougha Pike,SD47/10,SD47S010,354409.921,459470.284,413.308,2,PILLAR,SD47,01/06/1950,01/05/1976,2,01/06/1950,N,0,
Cloughton,SE97/T65,SE97T065,499035.18,496671.63,194.815,3,PILLAR,SE97,01/06/1954,01/08/1984,1,01/12/1959,N,0,
Clover Leaf Flyover,SP91/T140,SP91T140,509431.5,207623.9,0,4,BOLT,SP91,01/06/1960,,0,,,1,Countersunk bolt  Dest 09/87
Clowes Farm,TR26/T173,TR26T173,611993.15,162836.03,0,4,BURIED BLK,TR26,01/06/1955,,0,,,0,
Clubworthy,SS30/8,SS30S008,227072.67,93056.159,183.526,2,PILLAR,SS30,01/06/1949,01/05/1974,1,01/02/1951,N,0,
Cluddley,SJ82/T46,SJ82T046,362968.84,310655.34,0,4,BLOCK,SJ82,01/06/1954,01/09/1960,0,,,1,Destroyed 06/93
Clumber Ch Sp,SK58/INT3,SK58I003,462671.19,374606.21,0,3,SPIRE,SK58,01/06/1938,01/12/1982,0,,,0,
Clump,TA43/T43,TA43T043,535678.52,421928.87,30.169,3,PILLAR,TA43,01/06/1939,01/05/1987,1,01/06/1967,N,0,
Clumpton,NX99/T8,NX99T008,299339.41,577272.3,31.922,3,PILLAR,NX99,01/06/1954,01/06/1988,1,01/06/1954,N,0,
Clune Wood,NH54/T11,NH54T011,261678.07,835120.13,223.781,3,PILLAR,NH54,01/06/1955,01/05/1977,1,01/06/1970,N,0,
Clunie Hill,NJ75/T20,NJ75T020,364282.28,850290.99,205.435,3,PILLAR,NJ75,01/06/1952,01/06/1987,2,01/06/1952,N,0,
Cluny Hill,NN96/12,NN96S012,286064.343,752123.688,433.12,2,PILLAR,NN96,01/06/1959,01/06/1977,2,01/06/1959,N,0,
Clybane Farm,SC38/T3,SC38T003,234486.62,476692.97,142.889,3,PILLAR,SC38,01/06/1963,01/09/1982,1,01/10/1963,D,0,
Clydach,SO11/T194,SO11T194,319851.93,212306.05,0,4,BURIED BLK,SO11,01/06/1955,,0,,,1,Dest 01/75
Clydach School Sp,SN80/INT9,SN80I009,268234.8,200249.05,0,3,SPIRE,SN80,01/06/1946,01/08/1972,0,,,0,
Clydach Vale Resr,ST07/T120,ST07T120,298424.3,193347.7,0,4,BOLT,ST07,01/06/1953,01/08/1962,0,,,0,
Clyde Alloy Steel Company,NS77/T234,NS77T234,277310.23,654859.29,0,4,RIVET,NS77,01/06/1950,,0,,,1,Dest 10/61
Clyde Law,NS83/8,NS83S008,302726.827,617018.993,545.966,2,PILLAR,NS83,01/06/1950,01/06/1977,1,01/07/1957,N,0,
Clyde Soyameal Factory,NS77/T95,NS77T095,253046.65,666727.95,0,3,BOLT,NS77,01/06/1947,,0,,,1,Dest 11/71
Clyde Soyameal Factory,NS77/T95,NS77T095,253046.13,666729.48,0,3,FLAGSTAFF,NS77,01/06/1947,,0,,,1,Dest 11/71
Clydesdale Slag Hill,NS77/T235,NS77T235,275665.6,659678.9,0,4,BLOCK,NS77,01/06/1950,,0,,,1,Dest 10/61
Clydeway Industrial Centre,NS77/T509,NS77T509,257464.78,665405.02,0,3,AERIAL,NS77,01/06/1989,01/03/1989,0,,,0,AERIAL REPORTED REMOVED 7/95
Clydeway Industrial Centre,NS77/T509,NS77T509,257461.91,665402.46,0,3,BOLT,NS77,01/06/1989,01/03/1989,0,,,0,
Clydeway Industrial Centre,NS77/T509,NS77T509,257462.09,665401.85,0,3,CENTRE,NS77,01/06/1989,01/03/1989,0,,,0,
Clyncae,SN94/12,SN94S012,284512.485,245974.834,511.759,2,PILLAR,SN94,01/06/1952,01/05/1984,2,01/06/1952,N,0,
Clyne Golf Course,SN80/4,SN80S004,259833.81,190858.73,132.185,3,PILLAR,A005,01/06/1956,01/09/1984,1,01/07/1956,N,0,
Clyne Golf Course,SN80/4,SN80S004,259833.768,190858.773,0,2,PILLAR,SN80,01/06/1939,,0,,,1,Refixed 1956
Clyne Wood,SN80/T77,SN80T077,260898.33,191695.64,0,4,BLOCK,SN80,01/06/1951,01/11/1962,0,,,0,
Clyn-Llwydrew,SO11/T179,SO11T179,288698.4,205597.85,0,4,BURIED BLK,SO11,01/06/1954,01/12/1960,0,,,0,
Clyn-Merdy,SN94/T23,SN94T023,254298.11,235675.71,326.44,3,BLOCK,SN94,01/06/1952,01/08/1986,2,01/06/1952,N,0,Ht to bolt in block
Clyro Hill,SN94/13,SN94S013,320430.426,247101.143,389.229,2,PILLAR,SN94,01/06/1952,01/04/1984,2,01/06/1952,N,0,
Clyst Honiton,ST11/T17,ST11T017,299612.22,93149.31,33.009,3,PILLAR,ST11,01/06/1947,,1,01/01/1949,N,1,Dest 12/51
Clyst Hydon,ST11/T18,ST11T018,301810.58,101843.18,155.588,3,PILLAR,ST11,01/06/1947,01/02/1979,1,01/06/1967,N,0,
Cnoc A' Bhreacaich,NH54/9,NH54S009,254399.792,862460.619,338.937,2,PILLAR,NH54,01/06/1955,01/06/1988,2,01/06/1956,N,0,
Cnoc A Chinn,NH54/T12,NH54T012,259655.91,845404.2,111.276,3,PILLAR,NH54,01/06/1955,01/07/1978,1,01/07/1957,N,0,
Cnoc A Chuirn Mhoir,NM52/T74,NM52T074,168327.49,694410.4,122.529,3,OLD TRIG,NM52,01/06/1960,01/05/1979,2,01/06/1960,N,0,
Cnoc A Chuirn Mhoir,NM52/T74,NM52T074,168327.49,694410.4,122.529,3,PILLAR,NM52,01/06/1960,01/05/1979,2,01/06/1960,N,0,
Cnoc A Ghriama,NC35/10,NC35S010,240750.376,926519.769,372.465,2,PILLAR,NC35,01/06/1955,01/07/1985,2,01/06/1955,N,0,HT TO TOP OF PILLAR
Cnoc A Leamhinachd,NC60/10,NC60S010,275313.612,911607.316,293.226,2,PILLAR,NC60,01/06/1956,01/06/1973,1,01/07/1957,N,0,
Cnoc A Mhargadaidh,NH54/T13,NH54T013,255709.59,867313.3,316.687,3,PILLAR,NH54,01/06/1955,01/06/1988,2,01/06/1956,N,0,
Cnoc A Phrop,NR55/T5,NR55T005,175958.82,673470.25,239.572,3,PILLAR,NR55,01/06/1957,01/06/1981,2,01/06/1957,N,0,
Cnoc Ach Nah-Uai,NC85/10,NC85S010,281968.852,933483.293,283.692,2,PILLAR,NC85,01/06/1954,01/06/1985,1,01/11/1955,N,0,
Cnoc An Alaskie,NC35/9,NC35S009,249432.426,926806.259,313.334,2,PILLAR,NC35,01/06/1955,01/07/1985,2,01/06/1955,N,0,HT TO TOP OF PILLAR
Cnoc An Daimh,NS04/T26,NS04T026,174055.24,658632.27,81.076,3,PILLAR,NS04,01/06/1956,01/09/1978,2,01/06/1956,N,0,
Cnoc An Daimh Beag,NC85/11,NC85S011,252091.217,940687.527,295.351,2,PILLAR,NC85,01/06/1954,01/07/1985,1,01/06/1957,N,0,
Cnoc An Droighinn,NC20/H116,NC20H116,214865.92,888732.87,0,4,BOLT,NC20,01/06/1960,,0,,N,0,
Cnoc An Eireannaich,ND25/10,ND25S010,295718.394,927667.03,517.855,2,PILLAR,ND25,01/06/1952,01/06/1985,2,01/06/1952,N,0,
Cnoc An Fhir Bhreige,NC35/H106,NC35H106,217276.26,950195.94,0,4,BOLT,NC35,01/06/1959,,0,,,0,
Cnoc An Fhreiceadain,NC85/12,NC85S012,261121.053,959430.045,307.543,2,PILLAR,NC85,01/06/1954,01/06/1985,2,01/06/1954,N,0,
Cnoc An Leothaid,NC20/DMH140,NC20H140,203859.66,931775.49,0,4,OLD TRIG,NC20,01/06/1972,,0,,,0,
Cnoc An Leothaid,NC20/DMH140,NC20H140,203859.66,931775.49,0,4,RIVET,NC20,01/06/1972,,0,,,0,
Cnoc An Lochain Deabhaidh,NC20/18,NC20S018,198810.897,916461.414,80.93,2,PILLAR,NC20,01/06/1955,01/06/1985,1,01/05/1957,N,0,HT TO TOP OF PILLAR
Cnoc An Rathaid Mhoir,NC85/H103,NC85H103,281280.92,964653.56,0,4,BOLT,NC85,01/06/1959,01/07/1962,0,,,0,
Cnoc An T- Sabhail,PP359,PP359,272162.266,881714.793,321.564,1,PILLAR,FIG6,01/06/1951,01/06/1988,2,01/06/1955,N,0,
Cnoc An T-Samhlaidh,NM52/47,NM52S047,172960.196,687284.447,102.108,2,PILLAR,NM52,01/06/1960,09/10/2002,2,01/06/1960,N,0,not suitable for gps anymore
Cnoc An T-Samhlaidh (old),NM52/47,NM52S047,172960.196,687284.447,102.108,2,OLD TRIG,NM52,01/06/1960,01/06/1981,2,01/06/1960,N,0,
Cnoc Ard An T-Siuil,NC35/H102,NC35H102,249747.36,967370.61,0,4,BOLT,NC35,01/06/1959,,0,,,0,
Cnoc Bad A Choille,NC20/19,NC20S019,234604.755,899253.033,340.156,2,PILLAR,NC20,01/06/1955,01/04/1988,2,01/06/1955,N,0,
Cnoc Badaireach Na Gaoithe,NC85/13,NC85S013,284382.872,951983.451,213.103,2,PILLAR,NC85,01/06/1954,01/06/1985,1,01/10/1955,N,0,
Cnoc Bharr(Monach Island),NG24/15,NG24S015,61650.794,862537.885,19.507,2,PILLAR,NG24,01/06/1957,01/08/1986,2,01/06/1957,S,0,
Cnoc Breac,NC20/DMH142,NC20H142,203989.67,927894.13,0,4,BLOCK,NC20,01/06/1972,,0,,,0,
Cnoc Breac,NH16/T2,NH16T002,178039.29,884160.05,293.522,3,PILLAR,NH16,01/06/1958,01/05/1980,2,01/06/1958,N,0,
Cnoc Cappullach,NM52/T15,NM52T015,151091,753622.36,130.454,3,BOLT,NM52,01/06/1960,01/09/1980,2,01/06/1960,N,0,HT TO BOLT IN ROCK
Cnoc Carnach,NM52/T96,NM52T096,185894.33,731579.82,0,3,BLOCK,NM52,01/06/1960,01/05/1981,0,,,0,
Cnoc Ceislein,NH54/10,NH54S010,258913.808,870625.156,523.341,2,PILLAR,NH54,01/06/1955,01/06/1988,2,01/06/1955,N,0,
Cnoc Chaornaidh,NC20/20,NC20S020,230704.51,908391.304,284.896,2,PILLAR,NC20,01/06/1955,01/06/1985,1,01/07/1957,N,0,
Cnoc Croit Na Maoile,NH54/T14,NH54T014,249182.86,849213.73,319.125,3,PILLAR,NH54,01/06/1955,01/08/1978,2,01/06/1956,N,0,
Cnoc Dabhaich,NC20/DMH145,NC20H145,208021.42,923290.57,0,4,BOLT,NC20,01/06/1972,,0,,,0,
Cnoc Donn,NR55/9,NR55S009,133895.824,658528.297,98.794,2,PILLAR,NR55,01/06/1957,01/06/1979,1,01/05/1958,N,0,
Cnoc Donn,NS04/7,NS04S007,174195.581,652964.719,201.777,2,OLD TRIG,NS04,01/06/1956,01/09/1978,2,01/06/1956,N,0,
Cnoc Donn,NS04/7,NS04S007,174195.581,652964.719,201.777,2,PILLAR,NS04,01/06/1956,01/09/1978,2,01/06/1956,N,0,
Cnoc Duaig,NH54/T15,NH54T015,262327.28,874513.1,280.818,3,PILLAR,NH54,01/06/1955,01/06/1988,1,01/06/1957,N,0,
Cnoc Gorm Mor,NC35/H105,NC35H105,220408.53,953001.78,0,4,BOLT,NC35,01/06/1959,,0,,,0,
Cnoc Grianail,NR55/T6,NR55T006,133109.83,652646.07,48.749,3,PILLAR,NR55,01/06/1957,07/08/2001,1,01/05/1958,N,0,now T1 NR3352
Cnoc Iolairean,NR55/T7,NR55T007,128759.5,663518,29.413,3,PILLAR,NR55,01/06/1957,01/06/1979,1,01/06/1977,N,0,
Cnoc Mor,NH54/11,NH54S011,249036.562,856956.942,269.342,2,PILLAR,NH54,01/06/1955,01/06/1988,1,01/06/1957,N,0,
Cnoc Mor,NR55/10,NR55S010,120410.304,664878.105,82.454,2,PILLAR,NR55,01/06/1957,01/05/1979,1,01/06/1958,N,0,
Cnoc Moy,PP365,PP365,161140.59,615230.712,446.836,1,PILLAR,FIG6,01/06/1951,10/10/2002,2,01/06/1956,N,0,ALSO T1
Cnoc Na Bannairich,NC35/H107,NC35H107,215530.82,942739.86,0,4,BOLT,NC35,01/06/1959,,0,,,0,
Cnoc Na Caillich,NC35/H108,NC35H108,223227.64,955952.88,0,4,BOLT,NC35,01/06/1959,,0,,,0,
Cnoc Na Circe,NC20/21,NC20S021,212791.13,919525.011,277.368,2,PILLAR,NC20,01/06/1955,01/06/1985,2,01/06/1955,N,0,HT TO TOP OF PILLAR
Cnoc Na Di - Chuimhne,NM52/H275,NM52H275,148654.62,740321.21,0,4,BOLT,NM52,01/06/1960,,0,,,0,
Cnoc Na Doire,NC60/11,NC60S011,255690.742,920456.136,279.458,2,PILLAR,NC60,01/06/1956,01/06/1985,1,01/06/1957,N,0,
Cnoc Na Droighniche,NC35/H110,NC35H110,215855.03,934374.85,0,4,BOLT,NC35,01/06/1959,,0,,,0,
Cnoc Na Faire,NM52/H220,NM52H220,174037.16,689610.79,0,4,BOLT,NM52,01/06/1960,,0,,,0,
Cnoc Na H-Eilde,NC20/DMH141,NC20H141,202565.43,931461.23,0,4,BLOCK,NC20,01/06/1972,,0,,,0,
Cnoc Na Moine,NC20/H105,NC20H105,206201.34,923540.1,0,4,BOLT,NC20,01/06/1960,,0,,,0,
Cnoc Na Moine,NC85/H105,NC85H105,293986.77,965145.8,0,4,BOLT,NC85,01/06/1959,01/07/1962,0,,,0,
Cnoc Na Moine,NM52/H222,NM52H222,174145.59,681484.01,0,4,BOLT,NM52,01/06/1960,,0,,,0,
Cnoc Na Moine,NM52/H222,NM52H222,174145.59,681484.01,0,4,OLD TRIG,NM52,01/06/1960,,0,,,0,
Cnoc Na Staing,NM52/T16,NM52T016,155294.25,756123.6,188.976,3,PILLAR,NM52,01/06/1960,01/07/1969,2,01/06/1960,N,0,
Cnoc Nam Mult,NG80/DM/T7,NG80T007,190442.31,836464.13,342.9,3,BOLT,NG80,01/06/1959,01/07/1978,2,01/06/1959,N,0,HT TO BOLT IN ROCK
Cnoc Nan Gobhar,NS04/T28,NS04T028,166116.43,653916.1,56.692,3,BLOCK,NS04,01/06/1956,01/09/1978,2,01/06/1956,N,0,HT TO BOLT IN BLOCK
Cnoc Navie,NH54/T16,NH54T016,266129.67,872464.15,239.859,3,PILLAR,NH54,01/06/1955,01/06/1988,1,01/06/1957,N,0,
Cnoc Odhar,NS04/T29,NS04T029,166798.89,612896.34,277.063,3,PILLAR,NS04,01/06/1956,01/09/1978,2,01/06/1956,N,0,
Cnoc Poll A'Mhuilt,NC20/H104,NC20H104,203098.24,929235.89,0,4,BOLT,NC20,01/06/1960,,0,,,0,
Cnoc Poll A'Mhurain,NC35/13,NC35S013,219399.1,961713.745,154.53,2,PILLAR,NC35,01/06/1955,01/06/1985,1,01/05/1957,N,0,HT TO TOP OF PILLAR
Cnoc Reamhar,NM52/45,NM52S045,176634.759,691235.056,265.785,2,PILLAR,NM52,01/06/1960,01/06/1980,2,01/06/1960,N,0,
Cnoc Rhaonastil,NR55/T8,NR55T008,143488.45,648587.92,109.237,3,PILLAR,NR55,01/06/1957,01/06/1979,1,01/05/1958,N,0,
Cnoc Stighseir,NM52/50,NM52S050,171775.237,676815.177,241.706,2,PILLAR,NM52,01/06/1960,01/06/1981,2,01/06/1960,N,0,
Cnoc Uamh Nam Fear,NR55/11,NR55S011,121833.08,670990.59,0,3,OLD TRIG,NR55,01/06/1957,01/06/1979,0,,,0,
Cnoc Uamh Nam Fear,NR55/11,NR55S011,121832.525,670991.525,128.016,2,PILLAR,NR55,01/06/1957,01/06/1979,2,01/06/1957,N,0,
Cnoc Undail,NR55/H117,NR55H117,118604.95,651903.25,0,4,PIPE,NR55,01/06/1957,,0,,,0,IRON PIPE
Cnocan Conachreag,ND25/9,ND25S009,311414.455,936759.884,268.833,2,PILLAR,ND25,01/06/1952,01/06/1981,2,01/06/1952,N,0,
Cnocan Sgeire,NS29/T24,NS29T024,202186.14,685197.73,299.313,3,PILLAR,NS29,01/06/1957,01/07/1968,2,01/06/1956,N,0,
Cnoc-An-T-Samhlaidh,NS04/8,NS04S008,179806.735,649317.663,264.261,2,PILLAR,NS04,01/06/1956,01/08/1978,2,01/06/1956,N,0,
Cnoc-An-T-Samhlaidh (old),NS04/8,NS04S008,179796.81,649305.48,0,3,OLD TRIG,NS04,01/06/1956,01/08/1978,0,,,0,
Cnochdan Dhu,NM52/H252,NM52H252,206233.85,760304.95,0,4,BOLT,NM52,01/06/1960,,0,,,0,
Cnoc-Na-H-Eireige,NS04/T27,NS04T027,187988.63,657597.95,183.343,3,PILLAR,NS04,01/06/1956,01/08/1978,1,01/11/1955,N,0,
Cnwc,SO11/T67,SO11T067,306251.03,201505.57,0,4,BOLT,SO11,01/06/1953,01/11/1960,0,,,0,Bolt in rock
Coal Aston,SK39/T40,SK39T040,435685.78,379415.21,200.655,3,PILLAR,SK39,01/06/1948,01/05/1983,1,01/02/1961,N,1,Refixed 1988
Coal Aston,SK39/T4O,SK39T04O,435685.7,379415.11,200.654,13,PILLAR,A001,01/06/1988,01/05/1983,1,01/02/1961,N,0,GPS HEIGHT 200.7m NCE 88
Coal Gate,SD47/T15,SD47T015,321586,486206.53,63.157,3,PILLAR,SD47,01/06/1950,01/11/1976,1,01/06/1969,N,0,
Coal Hoist No 17,ST57/T157,ST57T157,331615.54,184675.44,0,4,BOLT,ST57,01/06/1951,,0,,,1,Dest 10/60
Coal Pit Lane,SE73/T58,SE73T058,449772.27,415221.97,80.205,4,BLOCK,SE73,01/06/1954,01/04/1961,1,01/06/1964,N,0,
Coal Road,SE44/T147,SE44T147,435781.55,436859.94,0,4,BURIED BLK,SE44,01/06/1950,,0,,,1,Dest 05/66
Coal Service Bunker,NZ42/T12,NZ42T012,451550.22,530906.41,0,3,BOLT,NZ42,01/06/1948,,0,,,1,Dest 03/76
Coal Service Bunker,NZ42/T12,NZ42T012,451549.51,530912,0,3,FLAGSTAFF,NZ42,01/06/1971,,0,,,1,Dest 03/76
Coaling Plant,TA12/T3,TA12T003,508096.25,429263.42,0,3,BOLT,TA12,01/06/1946,,0,,,1,Dest 04/63
Coaling Plant,TF05/T77,TF05T077,496832.12,371156.35,0,3,BOLT,TF05,01/06/1950,,0,,,1,Dest 01/66
Coalmoor,SJ90/T166,SJ90T166,366532.3,306729.68,0,4,BURIED BLK,SJ90,01/06/1954,,0,,,1,Dest 1972
Coalpit,SJ95/T37,SJ95T037,382450.96,353565.24,0,4,BLOCK,SJ95,01/06/1948,,0,,,1,Dest 01/73
Coalpit Heath Ch Twr Vane,ST86/INT20,ST86I020,367360.44,180752.95,0,4,VANE,ST86,01/06/1954,01/03/1980,0,,,0,
Coalville Ch Twr,SK22/10,SK22S010,442822.74,314112.1,0,3,BOLT,SK22,01/06/1939,01/06/1978,0,,,0,
Coalville Ch Twr,SK22/10,SK22S010,442823.34,314112.76,0,3,FLAGSTAFF,SK22,01/06/1955,01/06/1978,0,,,0,
Coalville Clock Twr Fs,SK22/INT32,SK22I032,442346.62,314424.42,0,4,FLAGSTAFF,SK22,01/06/1955,01/05/1961,0,,,0,
Coalway Plantation,NZ29/T133,NZ29T133,413330.54,562645.67,140.393,4,PILLAR,NZ29,01/06/1948,,1,01/11/1961,N,0,
Coalyard Hill,NT48/T45,NT48T045,351087.89,700971.41,28.504,3,PILLAR,NT48,01/06/1943,01/06/1986,1,01/06/1967,N,0,
Coast-Guard Fs,SU31/INT137,SU31I137,415010.56,91218.12,0,4,FLAGSTAFF,BMTH,01/06/1942,,0,,,1,Dest 09/55
Coastguard Martello Twr No 24,TQ94/11,TQ94S011,610160.04,129254.088,0,2,BOLT,TQ94,01/06/1953,,0,,,1,Dest 11/65
Coastguard Station,TA43/T9,TA43T009,531355.06,431764.08,0,3,BLOCK,TA43,01/06/1939,,0,,,1,Dest 07/52
Coate Farm,SU19/T28,SU19T028,416809.15,182946.59,0,3,BLOCK,SU19,01/06/1951,,0,,,1,Dest 05/63
Coates Ch Sp,TL49/INT3,TL49I003,530538.54,297838.94,0,3,SPIRE,TL49,01/06/1961,01/05/1979,0,,,0,
Coates Farm,SK98/T4,SK98T004,492230.14,384337.02,18.364,3,PILLAR,SK98,01/06/1950,01/10/1980,1,01/06/1967,N,0,
Coatham Parish Ch Sp,NZ42/INT39,NZ42I039,459460.08,524999.97,0,3,SPIRE,NZ42,01/06/1948,01/03/1981,0,,,0,
Coats Parish Ch Twr,NS77/14,NS77S014,273743.16,665154.442,0,2,BOLT,NS77,01/06/1946,01/10/1971,0,,,0,
Coatyards,NZ29/7,NZ29S007,408719.754,594451.987,226.335,2,PILLAR,NZ29,01/06/1947,01/10/1978,1,01/06/1969,N,0,Held fixed NE England Adj 1984
Cobbler Hill,SE73/T62,SE73T062,473995.39,425151.03,0,4,BURIED BLK,SE73,01/06/1959,01/04/1987,0,,,0,
Cobblers Hall,NZ42/T324,NZ42T324,426876.47,526726.13,0,4,BLOCK,NZ42,01/06/1968,01/04/1986,0,,,1,Destroyed 02/93
Cobbs Quarry,SD80/T259,SD80T259,361926.1,385870.25,0,4,BURIED BLK,SD80,01/06/1953,,0,,,1,Dest 10/57
Cobden Edge,SD80/13,SD80S013,398675.232,387249.461,327.788,2,PILLAR,SD80,01/06/1945,01/04/1969,1,01/05/1959,N,0,
Cobham Ch Twr,TQ87/58,TQ87S058,566953.586,168382.891,0,2,BOLT,TQ87,01/06/1946,01/11/1968,0,,,0,
Cobham Ch Twr,TQ87/58,TQ87S058,566951.36,168388.44,0,3,FLAGSTAFF,TQ87,01/06/1985,01/11/1968,0,,,0,
Cobham Ch Twr,TQ87/58,TQ87S058,566951.32,168388.39,0,3,FLAGSTAFF,TQ87,01/06/1950,,0,,,1,Refixed 1985
Cobham Park Mansion,TQ08/T253,TQ08T253,510898.39,159200.68,0,4,BOLT,TQ08,01/06/1965,01/11/1964,0,,,0,
Cobley,SS72/T18,SS72T018,275377.24,111793.55,197.924,3,PILLAR,SS72,01/06/1949,01/06/1976,1,01/06/1964,N,0,
Cobley Hill Farm,SP26/T8,SP26T008,401292.31,271377.9,191.856,3,PILLAR,SP26,01/06/1949,01/09/1983,1,01/06/1965,N,0,
Cobnar Wood,SK39/T127,SK39T127,435411.71,375117.4,0,4,BLOCK,SK58,01/06/1952,01/05/1962,0,,,0,
